Subject type;Subject name;Creator;Instrument name;Instrument type;Instrument parameters;Function name;Data series;Wavevector (1/m);PSD (m³);standard error of PSD (m³);comment
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);168949718.54327437;2.8118113449663445e-26;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);196645100.20670804;1.299172859487845e-26;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);229179601.0268556;8.193782602999534e-27;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);268701058.84959394;5.688321668538978e-27;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);314929037.1114611;1.9755086914432258e-27;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);368591647.45553905;1.0553686316122119e-27;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);431599542.47639304;4.527249422882512e-28;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);505825993.5647242;2.035206881313165e-28;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);592436743.083305;8.141253178863056e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);693695554.0854526;3.605835177778576e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);812451881.6311898;2.4543864378701953e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);951615728.5160352;2.0921692385674635e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);1114661815.220388;4.446942750037781e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);1305586438.6491945;1.3971881876021864e-29;;
measurement;UNCD.500nm.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);1525857425.5129192;7.305029293858091e-30;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;1256637.061435917;2.38574330974679e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;2513274.122871834;3.3703010749579715e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;3769911.184307777;1.5164125604576176e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;5026548.245743668;1.460499544763793e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;6283185.307179621;1.2503426467923351e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;7539822.368615554;8.176563234944804e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;8796459.430051424;1.2032999739233771e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;10053096.491487335;1.0843190108728994e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;11938052.083641252;7.718898679331796e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;14451326.206512941;6.792711081199234e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;16964600.329385065;6.770091158188389e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;19477874.45225689;6.2236647317568735e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;22619467.10584638;5.177187097141133e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;27017696.82087251;3.8377692499264205e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;31415926.535897966;2.4712959459480954e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;36442474.78164143;1.7976914585254196e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;43353978.61953923;1.0687432091179676e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;50893800.98815356;7.430648263386532e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;59061941.88748732;4.499123237673088e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;69115038.37897386;2.636760141175544e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;81053090.4626159;1.5714140911553492e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;94876098.13841179;9.147243937833247e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;111212379.93707354;5.071596551855577e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;130061935.85861713;2.880292832924282e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;150168128.84159872;1.8604681620809935e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;1256637.061435917;1.1392599720147623e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;2513274.122871834;1.0866243997603553e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;3769911.184307777;1.469244632931521e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;5026548.245743668;1.1545874451029073e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;6283185.307179621;1.2358404566435232e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;7539822.368615554;1.08980344120812e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;8796459.430051424;1.2337888483759182e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;10053096.491487335;1.2908532714422196e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;11938052.083641252;1.1069685498323836e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;14451326.206512941;5.593955944680847e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;16964600.329385065;6.779294135328531e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;19477874.45225689;6.3202630637113646e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;22619467.10584638;6.311334500066926e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;27017696.82087251;4.0063146849433184e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;31415926.535897966;2.9460366202233447e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;36442474.78164143;1.938859077625527e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;43353978.61953923;1.1033393501436372e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;50893800.98815356;7.857303929084448e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;59061941.88748732;4.215227567276166e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;69115038.37897386;3.026118454526159e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;81053090.4626159;1.6648574999464152e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;94876098.13841179;1.0741909163080473e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;111212379.93707354;6.788317792722353e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;130061935.85861713;4.354358988529015e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;150168128.84159872;3.549105360854723e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1256637.0614359174;1.3609166954976822e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1777153.1752633464;1.3074541817855077e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;2513274.122871835;2.6307990342412506e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;2809925.892416291;6.030090115169481e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;3554306.350526693;5.3350552108158374e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;3905860.5989815434;8.302316488454682e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;4696095.655018282;3.875035208240877e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;5386731.554037471;4.00454777861778e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;6457026.439177326;2.701464125094591e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;7657901.291841418;3.09142802590412e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;8989518.926762069;6.737946153371745e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;10334932.560472203;6.945519531361766e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;12160711.103338012;5.603669340006275e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;14431406.78064027;5.322314358378563e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;16894971.854327437;4.2753550474211815e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;19664510.020670798;4.43306517275666e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;22917960.102685615;5.403117001196257e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;26870105.884959444;3.687868336443197e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;31492903.711146146;3.365738432770598e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;36859164.74555389;2.3978908323310617e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;43159954.24763918;1.3666173302162217e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;50582599.35647231;9.30333524652949e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;59243674.30833076;5.866866806392403e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;69369555.40854546;3.7728102718359636e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;81245188.16311865;2.194704252726953e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;95161572.85160467;1.4151122709309331e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;111466181.52203882;8.336587513159139e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;130558643.86491771;5.189644909490418e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;152585742.55129465;3.513349275931649e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);1256637.061435917;2.38574330974679e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);2513274.122871834;3.3703010749579715e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);3769911.184307777;1.5164125604576176e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);5026548.245743668;1.460499544763793e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);6283185.307179621;1.2503426467923351e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);7539822.368615554;8.176563234944804e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);8796459.430051424;1.2032999739233771e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);10053096.491487335;1.0843190108728994e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);11938052.083641252;7.718898679331796e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);14451326.206512941;6.792711081199234e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);16964600.329385065;6.770091158188389e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);19477874.45225689;6.2236647317568735e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);22619467.10584638;5.177187097141133e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);27017696.82087251;3.8377692499264205e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);31415926.535897966;2.4712959459480954e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);36442474.78164143;1.7976914585254196e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);43353978.61953923;1.0687432091179676e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);50893800.98815356;7.430648263386532e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);59061941.88748732;4.499123237673088e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);69115038.37897386;2.636760141175544e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);81053090.4626159;1.5714140911553492e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);94876098.13841179;9.147243937833247e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);111212379.93707354;5.071596551855577e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);130061935.85861713;2.880292832924282e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);150168128.84159872;1.8604681620809935e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);1256637.061435917;1.1392599720147623e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);2513274.122871834;1.0866243997603553e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);3769911.184307777;1.469244632931521e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);5026548.245743668;1.1545874451029073e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);6283185.307179621;1.2358404566435232e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);7539822.368615554;1.08980344120812e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);8796459.430051424;1.2337888483759182e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);10053096.491487335;1.2908532714422196e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);11938052.083641252;1.1069685498323836e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);14451326.206512941;5.593955944680847e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);16964600.329385065;6.779294135328531e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);19477874.45225689;6.3202630637113646e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);22619467.10584638;6.311334500066926e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);27017696.82087251;4.0063146849433184e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);31415926.535897966;2.9460366202233447e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);36442474.78164143;1.938859077625527e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);43353978.61953923;1.1033393501436372e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);50893800.98815356;7.857303929084448e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);59061941.88748732;4.215227567276166e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);69115038.37897386;3.026118454526159e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);81053090.4626159;1.6648574999464152e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);94876098.13841179;1.0741909163080473e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);111212379.93707354;6.788317792722353e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);130061935.85861713;4.354358988529015e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);150168128.84159872;3.549105360854723e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);1256637.0614359174;1.3609166954976822e-22;;
